id_nota_rec	nota	id_curriculo_id	id_producao_id
1744	5.0	1702	20974.0
1745	5.0	874	9662.0
1746	5.0	874	9658.0
1747	5.0	874	9659.0
1748	5.0	874	9660.0
1758	5.0	1008	11471.0
1761	5.0	1013	11476.0
1762	5.0	1013	11475.0
1766	5.0	751	8164.0
1767	5.0	751	8165.0
1768	5.0	751	8166.0
1769	5.0	751	8167.0
1770	5.0	751	8168.0
1772	5.0	751	8171.0
1773	5.0	751	8172.0
1774	5.0	751	8173.0
1775	5.0	751	8174.0
1777	5.0	751	8176.0
1792	5.0	541	6147.0
1793	5.0	541	6146.0
1794	5.0	541	6148.0
1800	5.0	1330	15478.0
1801	5.0	1330	15475.0
1802	5.0	1330	15476.0
1803	5.0	1330	15477.0
1804	5.0	1330	15479.0
1805	5.0	1330	15480.0
1807	5.0	1330	15482.0
1808	5.0	1330	15483.0
1809	5.0	1330	15484.0
1810	5.0	1330	15485.0
1821	5.0	893	22846.0
1822	5.0	893	9953.0
1823	5.0	893	9950.0
1824	5.0	893	9934.0
1825	5.0	893	9869.0
1826	5.0	893	9933.0
1827	5.0	893	9909.0
1828	5.0	893	9889.0
1829	5.0	893	9904.0
1835	5.0	893	9857.0
1836	5.0	893	9858.0
1837	5.0	893	9859.0
1838	5.0	893	9860.0
1839	5.0	893	9861.0
1840	5.0	893	9862.0
1841	5.0	893	9863.0
1842	5.0	893	9864.0
1843	5.0	893	9865.0
1844	5.0	893	9866.0
1845	5.0	893	9867.0
1846	5.0	893	9868.0
1847	5.0	893	9870.0
1848	5.0	893	9871.0
1849	5.0	893	9872.0
1850	5.0	893	9873.0
1851	5.0	893	9874.0
1852	5.0	893	9875.0
1853	5.0	893	9876.0
1866	5.0	893	9890.0
1867	5.0	893	9891.0
1871	5.0	893	9895.0
1872	5.0	893	9896.0
1873	5.0	893	9897.0
1874	5.0	893	9898.0
1875	5.0	893	9899.0
1876	5.0	893	9900.0
1877	5.0	893	9901.0
1878	5.0	893	9902.0
1879	5.0	893	9903.0
1880	5.0	893	9905.0
1881	5.0	893	9906.0
1882	5.0	893	9907.0
1883	5.0	893	9908.0
1884	5.0	893	9910.0
1885	5.0	893	9911.0
1886	5.0	893	9912.0
1887	5.0	893	9913.0
1888	5.0	893	9914.0
1889	5.0	893	9915.0
1890	5.0	893	9916.0
1891	5.0	893	9917.0
1892	5.0	893	9918.0
1893	5.0	893	9919.0
1894	5.0	893	9920.0
1895	5.0	893	9921.0
1896	5.0	893	9922.0
1897	5.0	893	9923.0
1898	5.0	893	9924.0
1900	5.0	893	9926.0
1901	5.0	893	9927.0
1902	5.0	893	9928.0
1903	5.0	893	9929.0
1904	5.0	893	9930.0
1905	5.0	893	9931.0
1906	5.0	893	9932.0
1907	5.0	893	9935.0
1908	5.0	893	9936.0
1909	5.0	893	9937.0
1910	5.0	893	9938.0
1911	5.0	893	9939.0
1912	5.0	893	9940.0
1914	5.0	893	9942.0
1915	5.0	893	9943.0
1916	5.0	893	9944.0
1917	5.0	893	9945.0
1918	5.0	893	9946.0
1919	5.0	893	9947.0
1921	5.0	893	9949.0
1922	5.0	893	9951.0
1923	5.0	893	9952.0
1924	5.0	893	9954.0
1925	5.0	893	9955.0
1926	5.0	893	9956.0
1927	5.0	893	9957.0
1929	5.0	893	9959.0
1930	5.0	893	9960.0
1931	5.0	893	9961.0
1932	5.0	893	9962.0
1933	5.0	893	9963.0
1934	5.0	893	9964.0
1951	5.0	1332	15514.0
1953	5.0	1038	11702.0
1955	5.0	1038	11703.0
1956	5.0	1042	11818.0
1957	5.0	1042	11819.0
1958	5.0	1042	11820.0
1959	5.0	1042	11821.0
1960	5.0	1042	11822.0
1968	5.0	1050	11856.0
1969	5.0	1050	11857.0
1970	5.0	1568	19253.0
1971	5.0	1568	19248.0
1972	5.0	1568	19249.0
1973	5.0	1568	19250.0
1975	5.0	1568	19252.0
1976	5.0	1568	19254.0
1977	5.0	970	10947.0
1978	5.0	970	10942.0
1980	5.0	970	10944.0
1981	5.0	970	10945.0
1982	5.0	970	10946.0
1983	5.0	970	10948.0
1984	5.0	970	10949.0
1986	5.0	970	10951.0
2002	5.0	814	9094.0
2003	5.0	814	9095.0
2004	5.0	814	9096.0
2008	5.0	1334	15526.0
2009	5.0	1334	15527.0
2010	5.0	1081	12484.0
2014	5.0	896	10222.0
2015	5.0	896	10220.0
2016	5.0	896	10221.0
2018	5.0	896	10224.0
2019	5.0	896	10225.0
2023	5.0	1492	17821.0
2024	5.0	1492	17822.0
2039	5.0	1126	12924.0
2040	5.0	1126	12923.0
2041	5.0	1126	12925.0
2042	5.0	1126	12926.0
2043	5.0	1126	12927.0
2044	5.0	1126	12928.0
2045	5.0	1126	12929.0
2046	5.0	1126	12930.0
2048	5.0	1126	12932.0
2049	5.0	1126	12933.0
2059	5.0	1308	15217.0
2064	5.0	1182	22837.0
2065	5.0	1182	13903.0
2066	5.0	1182	13904.0
2067	5.0	1182	13905.0
2068	5.0	1182	13906.0
2069	5.0	1182	13907.0
2070	5.0	1182	13908.0
2075	5.0	1664	20143.0
2076	5.0	1664	20142.0
2077	5.0	1664	20144.0
2094	5.0	388	4163.0
2096	5.0	1139	13244.0
2100	5.0	1683	20617.0
2107	5.0	1178	13830.0
2108	5.0	1178	13829.0
2115	5.0	221	2457.0
2116	5.0	221	2458.0
2117	5.0	221	2459.0
2124	5.0	202	2194.0
2126	5.0	1233	14393.0
2127	5.0	1233	14394.0
2128	5.0	1242	14499.0
2129	5.0	1242	14498.0
2130	5.0	1242	14500.0
2133	5.0	1757	21652.0
2136	5.0	1245	14546.0
2137	5.0	1245	14547.0
2139	5.0	1261	14713.0
2140	5.0	1261	14714.0
2143	5.0	1412	16471.0
2145	5.0	1801	22234.0
2147	5.0	1801	22232.0
2148	5.0	1801	22233.0
2149	5.0	1801	22235.0
2150	5.0	1801	22236.0
2158	5.0	1480	17581.0
2159	5.0	1480	17579.0
2160	5.0	1480	17580.0
2167	5.0	1286	14985.0
2168	5.0	1286	14986.0
2171	5.0	1578	22845.0
2172	5.0	1578	19332.0
2173	5.0	1578	19316.0
2174	5.0	1578	19313.0
2176	5.0	1578	19310.0
2178	5.0	1578	19312.0
2179	5.0	1578	19314.0
2180	5.0	1578	19315.0
2181	5.0	1578	19317.0
2183	5.0	1578	19319.0
2184	5.0	1578	19320.0
2185	5.0	1578	19321.0
2186	5.0	1578	19322.0
2187	5.0	1578	19323.0
2188	5.0	1578	19324.0
2189	5.0	1578	19325.0
2191	5.0	1578	19328.0
2192	5.0	1578	19329.0
2193	5.0	1578	19330.0
2209	5.0	1227	14361.0
2210	5.0	1227	14360.0
2211	5.0	1227	14362.0
2214	5.0	4	44.0
2216	5.0	4	46.0
2222	5.0	218	2392.0
2223	5.0	218	2388.0
2224	5.0	218	2389.0
2225	5.0	218	2390.0
2226	5.0	218	2391.0
2227	5.0	218	2393.0
2242	5.0	75	885.0
2244	5.0	773	8516.0
2247	5.0	966	10903.0
2248	5.0	966	10899.0
2249	5.0	966	10900.0
2250	5.0	966	10901.0
2251	5.0	966	10902.0
2252	5.0	966	10904.0
2253	5.0	966	10905.0
2259	5.0	1825	22790.0
2260	5.0	1825	22791.0
2261	5.0	1825	22792.0
2262	5.0	1825	22793.0
2263	5.0	1825	22794.0
2264	5.0	1825	22795.0
2279	5.0	159	1797.0
2280	5.0	159	1798.0
2299	5.0	697	22961.0
2300	5.0	697	22960.0
2301	5.0	697	22959.0
2302	5.0	697	7568.0
2303	5.0	697	7569.0
2304	5.0	697	7570.0
2308	5.0	1699	20847.0
2309	5.0	1699	20848.0
2310	5.0	1699	20849.0
2312	5.0	1699	20851.0
2313	5.0	1699	20852.0
2315	5.0	1699	20854.0
2316	5.0	1699	20855.0
2317	5.0	1699	20856.0
2318	5.0	1699	20857.0
2319	5.0	1699	20858.0
2320	5.0	1699	20859.0
2321	5.0	1699	20860.0
2324	5.0	1699	20863.0
2325	5.0	1699	20864.0
2326	5.0	1699	20865.0
2327	5.0	1699	20866.0
2328	5.0	1699	20867.0
2329	5.0	1699	20868.0
2330	5.0	1699	20869.0
2331	5.0	1699	20870.0
2332	5.0	1699	20871.0
2334	5.0	1409	16421.0
2354	5.0	1359	15752.0
2355	5.0	1187	22947.0
2357	5.0	1187	13959.0
2370	5.0	52	625.0
2371	5.0	52	621.0
2372	5.0	52	618.0
2373	5.0	52	619.0
2375	5.0	52	622.0
2376	5.0	52	623.0
2377	5.0	52	624.0
2378	5.0	52	626.0
2389	5.0	195	2119.0
2390	5.0	195	2118.0
2391	5.0	195	2120.0
2392	5.0	195	2121.0
2396	5.0	195	2125.0
2400	5.0	1471	17380.0
2410	5.0	1295	15030.0
2411	5.0	1295	15031.0
2418	5.0	1731	21330.0
2433	5.0	1372	15892.0
2434	5.0	1372	15893.0
2443	5.0	1522	18574.0
2444	5.0	1070	12285.0
2445	5.0	1070	12278.0
2446	5.0	1070	12279.0
2447	5.0	1070	12280.0
2448	5.0	1070	12281.0
2449	5.0	1070	12282.0
2451	5.0	1070	12284.0
2452	5.0	1070	12286.0
2466	5.0	719	7901.0
2467	5.0	719	7902.0
2468	5.0	719	7903.0
2477	5.0	1684	20619.0
2478	5.0	521	5987.0
2484	5.0	1574	19294.0
2485	5.0	1574	19295.0
2486	5.0	1056	11908.0
2487	5.0	1056	11907.0
2488	5.0	1056	11894.0
2496	5.0	1056	11885.0
2497	5.0	1056	11886.0
2498	5.0	1056	11887.0
2499	5.0	1056	11888.0
2500	5.0	1056	11889.0
2501	5.0	1056	11890.0
2503	5.0	1056	11892.0
2504	5.0	1056	11893.0
2505	5.0	1056	11895.0
2506	5.0	1056	11896.0
2507	5.0	1056	11897.0
2508	5.0	1056	11898.0
2509	5.0	1056	11899.0
2510	5.0	1056	11900.0
2511	5.0	1056	11901.0
2512	5.0	1056	11902.0
2513	5.0	1056	11903.0
2514	5.0	1056	11904.0
2515	5.0	1056	11905.0
2516	5.0	1056	11906.0
2517	5.0	1056	11909.0
2518	5.0	1056	11910.0
2519	5.0	1056	11911.0
2520	5.0	1056	11912.0
2540	5.0	1593	19461.0
2541	5.0	1593	19462.0
2542	5.0	1593	19463.0
2543	5.0	1593	19464.0
2549	5.0	1627	19758.0
2553	5.0	1034	11670.0
2556	5.0	694	7558.0
2557	5.0	694	7559.0
2568	5.0	998	11297.0
2569	5.0	998	11298.0
2570	5.0	998	11299.0
2571	5.0	998	11300.0
2572	5.0	998	11301.0
2573	5.0	998	11302.0
2574	5.0	998	11303.0
2575	5.0	998	11304.0
2576	5.0	998	11305.0
2580	5.0	998	11309.0
2581	5.0	998	11310.0
2582	5.0	998	11311.0
2583	5.0	998	11312.0
2584	5.0	998	11313.0
2585	5.0	998	11314.0
2586	5.0	998	11315.0
2587	5.0	998	11316.0
2626	5.0	1651	19990.0
2627	5.0	1651	19991.0
2628	5.0	1551	19136.0
2629	5.0	1551	19128.0
2630	5.0	1551	19129.0
2631	5.0	1551	19130.0
2632	5.0	1551	19131.0
2633	5.0	1551	19132.0
2634	5.0	1551	19133.0
2635	5.0	1551	19134.0
2636	5.0	1551	19135.0
2637	5.0	1551	19137.0
2642	5.0	1712	21025.0
2644	5.0	1657	20027.0
2653	5.0	1097	12672.0
2654	5.0	1097	12673.0
2666	5.0	684	22986.0
2668	5.0	684	7461.0
2669	5.0	684	7462.0
2670	5.0	684	7463.0
2671	5.0	684	7464.0
2672	5.0	684	7465.0
2673	5.0	684	7466.0
2674	5.0	684	7467.0
2675	5.0	684	7468.0
2676	5.0	684	7469.0
2677	5.0	684	7470.0
2678	5.0	684	7471.0
2679	5.0	684	7472.0
2680	5.0	684	7473.0
2681	5.0	684	7474.0
2682	5.0	684	7475.0
2686	5.0	769	8482.0
2687	5.0	769	8473.0
2688	5.0	769	8471.0
2689	5.0	769	8472.0
2690	5.0	769	8474.0
