id_nota_rec	nota	id_curriculo_id	id_producao_id
13658	-1.0	379	10652.0
13667	-1.0	1263	16170.0
13677	-1.0	1710	8924.0
13678	-1.0	1710	9710.0
13704	-1.0	289	9922.0
13714	-1.0	314	8057.0
13715	-1.0	314	9221.0
13716	-1.0	314	14177.0
13717	-1.0	314	19104.0
13718	-1.0	314	849.0
13724	-1.0	1148	1629.0
13728	-1.0	1148	4688.0
13734	-1.0	724	403.0
13736	-1.0	724	401.0
13737	-1.0	724	9129.0
13738	-1.0	724	1629.0
13739	-1.0	143	22287.0
13740	-1.0	143	12352.0
13741	-1.0	143	12335.0
13743	-1.0	143	18100.0
13749	-1.0	1604	12281.0
13751	-1.0	1604	13304.0
13752	-1.0	1604	18109.0
13753	-1.0	1604	13300.0
13760	-1.0	39	15144.0
13761	-1.0	39	19295.0
13762	-1.0	39	22181.0
13763	-1.0	39	5712.0
13781	-1.0	640	14488.0
13782	-1.0	640	19461.0
13783	-1.0	640	6779.0
13789	-1.0	1435	17289.0
13790	-1.0	1435	17287.0
13792	-1.0	1435	20634.0
13799	-1.0	309	429.0
13800	-1.0	309	21391.0
13802	-1.0	309	16431.0
13809	-1.0	207	22340.0
13810	-1.0	207	22360.0
13706	4.0	289	6617.0
13708	2.0	289	14806.0
13694	5.0	343	20284.0
13695	5.0	343	3582.0
13696	4.0	343	1827.0
13697	4.0	343	9922.0
13698	4.0	343	20088.0
13684	3.0	1100	16151.0
13685	5.0	1100	2874.0
13687	4.0	1100	10903.0
13688	5.0	1100	10651.0
13811	-1.0	207	22336.0
13812	-1.0	207	22316.0
13813	-1.0	207	19735.0
13821	-1.0	1378	11084.0
13822	-1.0	1378	9660.0
13823	-1.0	1378	20782.0
13830	-1.0	72	14175.0
13831	-1.0	72	14806.0
13832	-1.0	72	14179.0
13837	-1.0	1693	14589.0
13845	-1.0	1551	14768.0
13847	-1.0	1551	12491.0
13848	-1.0	1551	15151.0
13865	-1.0	1355	18611.0
13867	-1.0	1355	16541.0
13868	-1.0	1355	5228.0
13877	-1.0	268	2367.0
13886	-1.0	585	22037.0
13905	-1.0	244	7275.0
13906	-1.0	244	11298.0
13907	-1.0	244	22342.0
13908	-1.0	244	19642.0
13914	-1.0	576	17972.0
13915	-1.0	576	16489.0
13916	-1.0	576	16883.0
13917	-1.0	576	17961.0
13924	-1.0	550	22045.0
13925	-1.0	550	22043.0
13928	-1.0	550	20032.0
13929	-1.0	454	18114.0
13930	-1.0	454	13656.0
13931	-1.0	454	11238.0
13946	-1.0	129	10203.0
13948	-1.0	129	10202.0
13955	5.0	1136	16752.0
13958	2.5	1136	3560.0
13844	3.0	1551	15449.0
13964	-1.0	1475	19321.0
13965	-1.0	1475	18944.0
13966	-1.0	1475	9685.0
13967	-1.0	1475	8173.0
13968	-1.0	1475	18943.0
13975	-1.0	719	4038.0
13978	-1.0	719	14210.0
13835	5.0	1693	19325.0
13984	-1.0	477	14647.0
13985	-1.0	477	4239.0
13986	-1.0	477	1483.0
13987	-1.0	477	16637.0
13988	-1.0	477	10514.0
13999	-1.0	966	12720.0
14000	-1.0	966	16151.0
14001	-1.0	966	2874.0
14010	-1.0	272	14373.0
14011	-1.0	272	2885.0
14012	-1.0	272	22473.0
14016	-1.0	414	11900.0
14017	-1.0	414	13903.0
14024	-1.0	75	5407.0
14025	-1.0	75	5401.0
14027	-1.0	75	11900.0
14039	-1.0	163	14769.0
14042	-1.0	163	8300.0
14043	-1.0	163	23118.0
14059	-1.0	139	8895.0
14061	-1.0	139	19106.0
14063	-1.0	139	3894.0
14070	-1.0	1127	21969.0
14073	-1.0	1127	868.0
14100	-1.0	1314	17286.0
14110	-1.0	556	5181.0
14112	-1.0	556	17395.0
14134	-1.0	7	11888.0
14135	-1.0	7	14210.0
14138	-1.0	7	19133.0
14002	5.0	966	8524.0
13989	4.0	478	2159.0
13992	0.5	478	8672.0
14052	3.5	1411	16607.0
14101	5.0	1314	18764.0
14102	5.0	1314	10263.0
14103	5.0	1314	3630.0
14050	4.5	1411	3933.0
14053	3.0	1411	20032.0
14144	5.0	1070	16041.0
14145	5.0	1070	11042.0
14146	5.0	1070	11312.0
14148	5.0	1070	13304.0
14156	-1.0	1236	14143.0
14157	-1.0	1236	21391.0
14164	-1.0	1103	19463.0
14168	-1.0	1103	19705.0
14179	-1.0	1794	10613.0
14180	-1.0	1794	10612.0
14200	-1.0	967	16544.0
14201	-1.0	967	18629.0
14202	-1.0	967	4669.0
14203	-1.0	967	13369.0
14209	-1.0	1694	19556.0
14210	-1.0	1694	10481.0
14211	-1.0	1694	19704.0
14219	-1.0	795	3190.0
14239	-1.0	1234	13387.0
14240	-1.0	1234	16605.0
14241	-1.0	1234	14632.0
14242	-1.0	1234	18098.0
14243	-1.0	1234	14635.0
14189	5.0	241	3580.0
14190	5.0	241	3883.0
14191	5.0	241	9861.0
14192	0.5	241	158.0
14193	5.0	241	3897.0
14126	5.0	1150	21098.0
14128	5.0	1150	22052.0
14269	4.0	1385	5803.0
14270	3.5	1385	5793.0
14280	-1.0	694	10541.0
14282	-1.0	694	10540.0
14289	-1.0	479	18113.0
14290	-1.0	479	4230.0
14291	-1.0	479	8166.0
14293	-1.0	479	18102.0
14299	-1.0	1724	20256.0
14300	-1.0	1724	23006.0
14301	-1.0	1724	6835.0
14302	-1.0	1724	13384.0
14303	-1.0	1724	335.0
14249	5.0	1095	20293.0
14252	5.0	1095	20274.0
14253	5.0	1095	20284.0
14173	4.5	266	4237.0
14171	1.0	266	19643.0
14310	-1.0	813	14590.0
14312	-1.0	813	18764.0
14313	-1.0	813	17940.0
14319	-1.0	1406	8751.0
14320	-1.0	1406	14714.0
14322	-1.0	1406	9708.0
14334	-1.0	699	9597.0
14336	-1.0	699	10506.0
14337	-1.0	699	13149.0
14338	-1.0	699	949.0
14364	-1.0	99	20032.0
14365	-1.0	99	4233.0
14366	-1.0	99	8293.0
14367	-1.0	99	12336.0
14368	-1.0	99	18125.0
14375	-1.0	1461	153.0
14378	-1.0	1461	4048.0
14384	-1.0	943	19941.0
14385	-1.0	943	10341.0
14395	-1.0	1104	1825.0
14396	-1.0	1104	2883.0
14398	-1.0	1104	1828.0
14407	-1.0	371	7903.0
14408	2.5	371	16883.0
14439	-1.0	648	11888.0
14440	-1.0	648	154.0
14449	-1.0	1380	12281.0
14450	-1.0	1380	11042.0
14451	-1.0	1380	18119.0
14459	-1.0	1031	16397.0
14462	-1.0	1031	14714.0
14463	-1.0	1031	16391.0
14474	-1.0	188	960.0
14475	-1.0	188	22959.0
14476	-1.0	188	7568.0
14477	-1.0	188	9359.0
14344	4.0	395	13300.0
14345	5.0	395	18119.0
14347	4.0	395	16643.0
14348	4.0	395	13295.0
14478	-1.0	188	9358.0
14479	-1.0	1477	2483.0
14480	-1.0	1477	11111.0
14481	-1.0	1477	22959.0
14482	-1.0	1477	7568.0
14483	-1.0	1477	8516.0
14484	-1.0	646	1534.0
14485	-1.0	646	22233.0
14487	-1.0	646	6276.0
14488	-1.0	646	21087.0
14496	-1.0	278	15021.0
14504	-1.0	1341	14775.0
14505	-1.0	1341	284.0
14506	-1.0	1341	16323.0
14507	-1.0	1341	286.0
14509	-1.0	861	7903.0
14510	-1.0	861	1482.0
14512	-1.0	861	9866.0
14530	-1.0	1534	1629.0
14532	-1.0	1534	13948.0
14533	-1.0	1534	12185.0
14551	-1.0	713	17764.0
14569	-1.0	366	9436.0
14571	-1.0	366	13801.0
14572	-1.0	366	9438.0
14573	-1.0	366	13150.0
14579	-1.0	259	840.0
14582	-1.0	259	18605.0
14583	-1.0	259	9498.0
14584	-1.0	1415	5434.0
14585	-1.0	1415	18441.0
14465	5.0	697	17534.0
14434	1.0	260	16391.0
14436	1.0	260	20065.0
14438	1.0	260	11113.0
14550	5.0	713	18762.0
14552	5.0	713	11238.0
14553	5.0	713	21165.0
14519	3.5	1776	12282.0
14521	2.5	1776	11301.0
14522	4.5	1776	21969.0
14587	-1.0	1415	8176.0
14604	-1.0	140	4248.0
14605	-1.0	140	9890.0
14606	-1.0	140	10374.0
14607	-1.0	140	9957.0
14608	-1.0	140	9902.0
14615	-1.0	283	19962.0
14616	-1.0	283	10402.0
14617	-1.0	283	19963.0
14618	-1.0	283	13307.0
14619	-1.0	340	19464.0
14620	-1.0	340	4670.0
14622	-1.0	340	20283.0
14559	3.0	1467	13948.0
14560	5.0	1467	4042.0
14561	4.0	1467	2483.0
14562	2.0	1467	21062.0
14629	-1.0	1034	13981.0
14630	-1.0	1034	19463.0
14631	-1.0	1034	10343.0
14632	-1.0	1034	390.0
14633	-1.0	1034	14650.0
14639	-1.0	605	19485.0
14640	-1.0	605	19492.0
14643	-1.0	605	1695.0
14649	-1.0	1757	6049.0
14650	-1.0	1757	20180.0
14651	-1.0	1757	20903.0
14652	-1.0	1757	15807.0
14653	-1.0	1757	16814.0
14659	-1.0	1774	17397.0
14660	-1.0	1774	21518.0
14670	-1.0	132	22327.0
14671	-1.0	132	19736.0
14672	-1.0	132	13375.0
14673	-1.0	132	14373.0
14679	-1.0	1389	5135.0
14681	-1.0	1389	14249.0
14682	-1.0	1389	13040.0
14686	-1.0	1811	16969.0
14695	-1.0	1361	11412.0
14696	-1.0	1361	17055.0
14698	-1.0	1361	6406.0
14705	-1.0	1214	15275.0
14706	-1.0	1214	21969.0
14708	-1.0	1214	21338.0
14717	-1.0	211	22114.0
14724	-1.0	1246	4874.0
14725	-1.0	1246	5133.0
14726	-1.0	1246	9957.0
14728	-1.0	1246	162.0
14735	-1.0	43	623.0
14738	-1.0	43	6693.0
14754	-1.0	399	1534.0
14756	-1.0	399	9898.0
14757	-1.0	399	18444.0
14778	-1.0	1375	10300.0
14787	-1.0	1536	18105.0
14788	-1.0	1536	14769.0
14774	1.0	1375	8823.0
14744	1.0	1722	23032.0
14747	4.0	1722	9062.0
14748	1.0	1722	739.0
14796	-1.0	78	23015.0
14797	-1.0	78	2330.0
14798	-1.0	78	5475.0
14824	-1.0	1670	21161.0
14825	-1.0	1670	335.0
14826	-1.0	1670	44.0
14828	-1.0	1670	17057.0
14829	-1.0	1765	7570.0
14830	-1.0	1765	4411.0
14831	-1.0	1765	10451.0
14836	-1.0	527	8166.0
14837	-1.0	527	12281.0
14838	-1.0	527	18641.0
14844	-1.0	1395	284.0
14845	-1.0	1395	14775.0
14846	-1.0	1395	21095.0
14848	-1.0	1395	286.0
14865	-1.0	1230	6171.0
14868	-1.0	1230	6172.0
14874	-1.0	430	5177.0
14875	-1.0	430	17658.0
14876	-1.0	430	15534.0
14877	-1.0	430	3558.0
14878	-1.0	430	8669.0
14879	-1.0	1560	6866.0
14883	-1.0	1560	14736.0
14891	-1.0	47	352.0
14814	3.0	1188	4958.0
14815	5.0	1188	1175.0
14816	4.5	1188	1483.0
14817	5.0	1188	13758.0
14818	4.5	1188	21381.0
14906	-1.0	865	2118.0
14915	-1.0	81	11528.0
14917	-1.0	81	14178.0
14924	-1.0	1444	5273.0
14926	-1.0	1444	7264.0
14927	-1.0	1444	5135.0
14928	-1.0	1444	11895.0
14934	-1.0	1436	9890.0
14937	-1.0	1436	19654.0
14938	-1.0	1436	21972.0
14946	-1.0	378	17286.0
14948	-1.0	378	17282.0
14954	-1.0	1786	13044.0
14956	-1.0	1786	12796.0
14854	3.5	684	12878.0
14857	0.5	684	22769.0
14804	5.0	1377	20032.0
14899	5.0	870	3180.0
14900	3.5	870	3179.0
14902	1.5	870	8916.0
14903	0.5	870	3181.0
14958	-1.0	1786	859.0
14964	-1.0	977	6823.0
14965	-1.0	977	6270.0
14966	-1.0	977	10511.0
14967	-1.0	977	18431.0
14968	-1.0	977	22948.0
14985	-1.0	774	10900.0
14987	-1.0	774	21970.0
14995	-1.0	636	22043.0
14996	-1.0	636	13222.0
14997	-1.0	636	21382.0
14998	-1.0	636	142.0
15016	-1.0	792	17649.0
15017	-1.0	792	21243.0
15018	-1.0	792	5270.0
15025	-1.0	1274	9952.0
15027	-1.0	1274	11305.0
15028	-1.0	1274	15155.0
15034	-1.0	808	11702.0
15037	-1.0	808	5805.0
15054	-1.0	193	22922.0
15074	-1.0	4	17957.0
15075	-1.0	4	21710.0
15077	-1.0	4	8445.0
15078	-1.0	4	17941.0
15086	-1.0	1696	16015.0
15094	-1.0	48	12279.0
15095	-1.0	48	17650.0
15096	-1.0	48	16814.0
15098	-1.0	48	8895.0
15104	-1.0	225	8237.0
15105	-1.0	225	12808.0
15107	-1.0	225	21391.0
15115	-1.0	204	10612.0
15117	-1.0	204	22112.0
15118	-1.0	204	10613.0
15124	-1.0	1363	6163.0
15127	-1.0	1363	14641.0
15067	4.0	76	9221.0
15128	-1.0	1363	14769.0
15134	-1.0	1626	745.0
15135	-1.0	1626	746.0
15136	-1.0	1626	744.0
15137	-1.0	1626	739.0
15145	-1.0	182	9915.0
15146	-1.0	182	2549.0
15147	-1.0	182	18645.0
15148	-1.0	182	11897.0
15164	-1.0	733	4956.0
15165	-1.0	733	14203.0
15166	-1.0	733	18440.0
15167	-1.0	733	5491.0
15168	-1.0	733	18442.0
15171	-1.0	1396	9910.0
15172	-1.0	1396	12278.0
15173	-1.0	1396	6509.0
15199	-1.0	1447	20904.0
15200	-1.0	1447	1629.0
15201	-1.0	1447	11137.0
15202	-1.0	1447	11138.0
15203	-1.0	1447	21333.0
15209	-1.0	1734	19324.0
15211	-1.0	1734	19656.0
15212	-1.0	1734	7265.0
15213	-1.0	1734	8237.0
15223	-1.0	1791	142.0
15224	-1.0	12	17286.0
15225	-1.0	12	18764.0
15226	-1.0	12	5135.0
15227	-1.0	12	14590.0
15228	-1.0	12	44.0
15234	-1.0	934	22115.0
15235	-1.0	934	22112.0
15244	-1.0	1432	3560.0
15245	-1.0	1432	14985.0
15248	-1.0	1432	17640.0
15257	-1.0	1583	21614.0
15260	-1.0	341	158.0
15261	-1.0	341	17951.0
15262	-1.0	341	18654.0
15263	-1.0	341	2549.0
15269	-1.0	994	18762.0
15270	-1.0	994	17764.0
15271	-1.0	994	21965.0
15272	-1.0	994	15560.0
15273	-1.0	994	12797.0
15283	-1.0	1097	16171.0
15290	-1.0	739	19654.0
15293	-1.0	739	9221.0
15302	-1.0	1543	17283.0
15303	-1.0	1543	22449.0
13954	5.0	1136	14985.0
15319	-1.0	942	17286.0
15320	-1.0	942	15274.0
15322	-1.0	942	13662.0
15339	-1.0	939	15140.0
15340	-1.0	939	14044.0
15341	-1.0	939	21960.0
15342	-1.0	939	11301.0
15343	-1.0	939	2580.0
15349	-1.0	389	22897.0
15351	-1.0	389	19011.0
15352	-1.0	389	2887.0
15353	-1.0	389	16603.0
15281	5.0	1097	9712.0
15309	5.0	417	860.0
15310	2.5	417	13043.0
15312	2.5	417	21969.0
15313	4.0	417	13044.0
15369	-1.0	819	9922.0
15370	-1.0	819	21755.0
15372	-1.0	819	9917.0
15379	-1.0	1058	19250.0
15380	-1.0	1058	19252.0
15381	-1.0	1058	19249.0
15382	-1.0	1058	8479.0
15383	-1.0	1058	21611.0
15401	-1.0	1338	1405.0
15403	-1.0	1338	5135.0
15419	-1.0	1414	17941.0
15420	-1.0	1414	17934.0
15421	-1.0	1414	17922.0
15422	-1.0	1414	18109.0
15435	-1.0	1268	16602.0
15436	-1.0	1268	5135.0
15437	-1.0	1268	16762.0
14117	3.5	1232	6509.0
15445	-1.0	1513	4252.0
15446	-1.0	1513	3775.0
15447	-1.0	1513	5434.0
15478	-1.0	1041	18098.0
15487	-1.0	1464	13038.0
15495	-1.0	970	867.0
15497	-1.0	970	3887.0
15498	-1.0	970	10202.0
15504	-1.0	1106	8302.0
15506	-1.0	1106	859.0
15507	-1.0	1106	13044.0
15508	-1.0	1106	8298.0
15430	1.5	328	9922.0
15433	0.5	328	16755.0
15515	5.0	1537	19325.0
15516	5.0	1537	16603.0
15517	5.0	1537	2887.0
15518	5.0	1537	9646.0
15485	2.5	1464	20099.0
15524	-1.0	1739	2037.0
15528	-1.0	1739	7267.0
15529	-1.0	1418	19325.0
15532	-1.0	1418	23006.0
15533	-1.0	1418	11238.0
15539	-1.0	62	19751.0
15540	-1.0	62	8451.0
15541	-1.0	62	8446.0
15542	-1.0	62	17958.0
15569	-1.0	1799	11137.0
15573	-1.0	1799	16996.0
15574	-1.0	927	13150.0
15575	-1.0	927	13149.0
15577	-1.0	927	13801.0
15578	-1.0	927	20287.0
15586	-1.0	896	19773.0
15594	-1.0	1172	13219.0
15596	-1.0	1172	2589.0
15598	-1.0	1172	18532.0
15604	-1.0	472	13301.0
15606	-1.0	472	2970.0
15607	-1.0	472	18637.0
15614	-1.0	704	18762.0
15615	-1.0	704	17764.0
15617	-1.0	704	1410.0
15618	-1.0	704	21165.0
15628	-1.0	1315	7619.0
15635	-1.0	1641	4873.0
15637	-1.0	1641	14400.0
15645	-1.0	1472	22152.0
15647	-1.0	1472	9954.0
15656	-1.0	1437	13369.0
15658	-1.0	1437	21710.0
15664	-1.0	1308	22342.0
15665	-1.0	1308	22608.0
15667	-1.0	1308	11316.0
15668	-1.0	1308	1443.0
15676	-1.0	1744	17764.0
15675	5.0	1744	18762.0
15678	5.0	1744	21601.0
15684	-1.0	29	18135.0
15685	-1.0	29	14146.0
15686	-1.0	29	22539.0
15687	-1.0	29	14144.0
15694	-1.0	1747	6509.0
15696	-1.0	1747	5474.0
15698	-1.0	1747	9447.0
15705	-1.0	1742	741.0
15706	-1.0	1742	21097.0
15708	-1.0	1742	2550.0
15714	-1.0	703	21240.0
15715	-1.0	703	15526.0
15716	-1.0	703	5107.0
15718	-1.0	703	19317.0
15727	-1.0	1365	14641.0
15728	-1.0	1365	18113.0
15735	-1.0	345	18444.0
15737	-1.0	345	7179.0
15745	-1.0	1359	9955.0
15746	-1.0	1359	9956.0
15748	-1.0	1359	21753.0
15751	-1.0	593	13304.0
12494	5.0	238	9078.0
15759	-1.0	597	11165.0
15760	-1.0	597	18432.0
15761	-1.0	597	18431.0
15762	-1.0	597	9595.0
15763	-1.0	597	16127.0
15769	-1.0	435	16643.0
15771	-1.0	435	22024.0
15772	-1.0	435	10202.0
15773	-1.0	435	22897.0
15782	-1.0	1735	7267.0
15783	-1.0	1735	5795.0
15791	-1.0	1596	2325.0
15792	-1.0	1596	6865.0
15793	-1.0	1596	1698.0
15809	-1.0	111	16017.0
15810	-1.0	111	10461.0
15824	-1.0	431	1414.0
15825	-1.0	431	21098.0
15826	-1.0	431	10398.0
15827	-1.0	431	9930.0
15828	-1.0	431	3557.0
15835	-1.0	202	9915.0
15837	-1.0	202	9910.0
15839	-1.0	898	3630.0
15841	-1.0	898	15273.0
15842	-1.0	898	9820.0
15850	-1.0	1648	15149.0
15852	-1.0	1648	21614.0
15880	-1.0	1035	6172.0
15882	-1.0	1035	7264.0
15889	-1.0	1131	13257.0
15892	-1.0	1131	17961.0
15900	-1.0	505	21766.0
15901	-1.0	505	12491.0
15902	-1.0	505	848.0
15911	-1.0	282	8916.0
15920	-1.0	1189	1922.0
15922	-1.0	1189	5493.0
15923	-1.0	1189	10399.0
15800	1.0	1731	21753.0
15803	4.0	1731	7263.0
15930	-1.0	455	16969.0
15931	-1.0	455	18618.0
15932	-1.0	455	3036.0
15933	-1.0	455	20904.0
15939	-1.0	161	11084.0
15940	-1.0	161	9660.0
15941	-1.0	161	11082.0
15942	-1.0	161	9659.0
15943	-1.0	161	12765.0
15984	-1.0	848	18942.0
15985	-1.0	848	146.0
15986	-1.0	848	10648.0
15987	-1.0	848	10650.0
15962	5.0	1412	19758.0
15963	5.0	1412	1574.0
15949	5.0	262	19011.0
15950	2.5	262	22897.0
15952	5.0	262	4164.0
15953	2.5	262	16180.0
15974	4.5	1134	13854.0
15976	4.0	1134	9906.0
15977	5.0	1134	3933.0
15994	-1.0	1373	10622.0
15995	-1.0	1373	3463.0
15996	-1.0	1373	3464.0
16006	-1.0	1814	5181.0
16014	-1.0	1204	1410.0
16017	-1.0	1204	18109.0
16034	-1.0	1407	10657.0
16035	-1.0	1407	3362.0
16054	-1.0	1052	5177.0
16055	-1.0	1052	619.0
16056	-1.0	1052	9916.0
16058	-1.0	1052	9910.0
16059	-1.0	1311	19325.0
16063	-1.0	1311	857.0
16069	-1.0	1728	15735.0
16071	-1.0	1728	21960.0
16072	-1.0	1728	20353.0
16073	-1.0	1728	9222.0
16079	-1.0	987	18762.0
16080	-1.0	987	17764.0
16081	-1.0	987	15234.0
16082	-1.0	987	21165.0
16090	-1.0	10	14640.0
16092	-1.0	10	13376.0
16099	-1.0	1642	2205.0
16100	-1.0	1642	7901.0
16103	-1.0	1642	6163.0
15969	5.0	1526	288.0
15971	5.0	1526	14775.0
15973	5.0	1526	12333.0
16110	-1.0	760	859.0
16111	-1.0	760	13044.0
16113	-1.0	760	868.0
16120	-1.0	1251	8823.0
16121	-1.0	1251	1484.0
16122	-1.0	1251	18109.0
16129	-1.0	221	2891.0
16130	-1.0	221	9931.0
16131	-1.0	221	4240.0
16132	-1.0	221	19654.0
16133	-1.0	221	12177.0
16143	5.0	692	1534.0
16024	4.5	24	16971.0
16025	4.5	24	16965.0
16026	4.5	24	9662.0
16027	4.5	24	16969.0
16028	4.5	24	1534.0
15429	4.5	328	20901.0
15431	1.0	328	7191.0
16149	-1.0	722	10451.0
16150	-1.0	722	15021.0
16152	-1.0	722	21736.0
16153	-1.0	722	9865.0
16154	-1.0	1200	12029.0
16155	-1.0	1200	13295.0
16157	-1.0	1200	19320.0
16174	-1.0	291	161.0
16175	-1.0	291	9935.0
16176	-1.0	291	2845.0
16177	-1.0	291	22043.0
16178	-1.0	291	21244.0
16185	-1.0	15	14775.0
16186	-1.0	15	21094.0
16187	-1.0	15	16324.0
16188	-1.0	15	16323.0
16195	-1.0	87	21092.0
16199	-1.0	1138	13754.0
16200	-1.0	1138	13755.0
16202	-1.0	1138	10403.0
16203	-1.0	1138	18123.0
16211	-1.0	1732	8895.0
16212	-1.0	1732	14503.0
16213	-1.0	1732	11756.0
16229	-1.0	1488	4873.0
16230	-1.0	1488	17282.0
16231	-1.0	1488	19817.0
16233	-1.0	1488	13396.0
16240	-1.0	547	12927.0
16242	-1.0	547	8620.0
16243	-1.0	547	20974.0
16251	-1.0	957	19179.0
16252	-1.0	957	11267.0
16253	-1.0	957	5810.0
16260	-1.0	1312	141.0
16261	-1.0	1312	11203.0
16264	-1.0	1601	20739.0
16265	-1.0	1601	19704.0
16266	-1.0	1601	21752.0
16274	-1.0	1137	3583.0
16275	-1.0	1137	2587.0
16276	-1.0	1137	15217.0
16277	-1.0	1137	11305.0
16305	-1.0	1685	7506.0
16220	0.5	298	9908.0
16223	0.5	298	22232.0
16306	-1.0	1685	20868.0
16308	-1.0	1685	13393.0
16314	-1.0	821	1483.0
16316	-1.0	821	9597.0
16317	-1.0	821	11081.0
16318	-1.0	821	21877.0
16322	-1.0	1168	153.0
16323	-1.0	1168	20099.0
16324	-1.0	1168	10222.0
16330	-1.0	1029	13829.0
16331	-1.0	1029	15654.0
16332	-1.0	1029	21330.0
16334	-1.0	1029	13851.0
16338	-1.0	219	20619.0
16345	-1.0	1060	18633.0
16346	-1.0	1060	19314.0
16347	-1.0	1060	1629.0
16348	-1.0	1060	19316.0
16349	-1.0	1060	19315.0
16355	-1.0	1410	10657.0
16356	-1.0	1410	3362.0
16357	-1.0	1410	10649.0
16360	-1.0	1335	3666.0
16361	-1.0	1335	13651.0
16362	-1.0	1335	3855.0
16370	-1.0	1804	22160.0
16371	-1.0	1804	711.0
16372	-1.0	1804	1444.0
16373	-1.0	1804	22153.0
16382	-1.0	1772	21973.0
16384	-1.0	1772	18641.0
16391	-1.0	1362	7903.0
16393	-1.0	1362	5783.0
16394	-1.0	1362	22328.0
16400	-1.0	872	13304.0
16401	-1.0	872	16041.0
16402	-1.0	872	1412.0
16403	-1.0	872	13300.0
16404	-1.0	872	1415.0
16411	-1.0	759	12167.0
16412	-1.0	759	21009.0
16413	-1.0	759	5493.0
16416	-1.0	1708	13307.0
16419	-1.0	1708	10948.0
15674	5.0	1744	15614.0
16433	-1.0	110	11412.0
16434	-1.0	110	18641.0
16337	5.0	219	21575.0
16450	5.0	1237	430.0
16453	5.0	1237	8473.0
16452	5.0	1237	9933.0
16454	5.0	1237	4615.0
16460	-1.0	883	12531.0
16462	-1.0	883	18644.0
16463	-1.0	883	17649.0
16464	-1.0	883	9684.0
16466	-1.0	1281	22327.0
16467	-1.0	1281	19736.0
16468	-1.0	1281	5987.0
16475	-1.0	1629	12168.0
16476	-1.0	1629	738.0
16477	-1.0	1629	13665.0
16478	-1.0	1629	13754.0
16479	-1.0	1629	22044.0
16481	-1.0	352	20032.0
16484	-1.0	352	9224.0
16495	-1.0	1615	7265.0
16496	-1.0	1615	10650.0
16497	-1.0	1615	15449.0
16499	-1.0	1615	14807.0
16505	-1.0	1073	18142.0
16506	-1.0	1073	13306.0
16507	-1.0	1073	15514.0
16508	-1.0	1073	20027.0
16527	-1.0	1523	11311.0
16529	-1.0	1523	19325.0
16535	-1.0	1561	13977.0
16538	-1.0	1561	1410.0
16539	-1.0	1561	5135.0
9147	3.5	653	8479.0
9149	1.0	653	5181.0
16545	-1.0	583	16644.0
16546	-1.0	583	18440.0
16547	-1.0	583	16537.0
16548	-1.0	583	5434.0
16565	-1.0	1351	16847.0
16568	-1.0	1351	22012.0
16569	-1.0	1351	21092.0
16575	-1.0	1473	8164.0
16577	-1.0	1473	20822.0
16579	-1.0	1473	17055.0
16440	4.0	1319	2388.0
16442	3.5	1319	1977.0
16444	5.0	1319	2390.0
16586	-1.0	1030	18446.0
16587	-1.0	1030	3958.0
16588	-1.0	1030	14012.0
16589	-1.0	1030	11315.0
16596	-1.0	539	15446.0
16598	-1.0	539	16041.0
16599	-1.0	539	12281.0
16600	-1.0	1113	22183.0
16601	-1.0	1113	17057.0
16603	-1.0	1113	18640.0
16610	-1.0	424	12493.0
16614	-1.0	424	8674.0
16518	5.0	177	2202.0
16519	5.0	177	15360.0
16620	-1.0	555	20292.0
16621	-1.0	555	9911.0
16622	-1.0	555	9876.0
16623	-1.0	555	17395.0
16631	-1.0	159	8895.0
16632	-1.0	159	12193.0
16633	-1.0	159	19332.0
16634	-1.0	159	12182.0
16641	-1.0	1718	44.0
16642	-1.0	1718	10342.0
16643	-1.0	1718	16883.0
16650	-1.0	310	1172.0
16651	-1.0	310	20032.0
16652	-1.0	310	10399.0
16653	-1.0	310	19312.0
16654	-1.0	310	12172.0
16661	-1.0	231	11526.0
16663	-1.0	231	6681.0
16670	-1.0	90	21973.0
16671	-1.0	90	2862.0
16673	-1.0	90	9714.0
16680	-1.0	208	18106.0
16681	-1.0	208	15735.0
16682	-1.0	208	20352.0
16690	-1.0	1789	10402.0
16692	-1.0	1789	11893.0
16694	-1.0	1789	12280.0
16700	-1.0	1227	14394.0
16701	-1.0	1227	14393.0
16704	-1.0	1227	22044.0
16710	-1.0	1762	14436.0
16712	-1.0	1762	430.0
16713	-1.0	1762	8473.0
16714	-1.0	1762	4615.0
16735	-1.0	919	9924.0
16736	-1.0	919	4248.0
16737	-1.0	919	9956.0
16733	0.5	688	20848.0
16721	5.0	541	12178.0
16722	1.0	541	11754.0
16723	1.0	541	12341.0
16732	3.0	688	13989.0
16738	-1.0	919	1534.0
16746	-1.0	1061	7179.0
16747	-1.0	1061	18655.0
16766	-1.0	859	9597.0
16756	3.0	830	8619.0
16787	-1.0	381	10519.0
16788	-1.0	381	22323.0
16789	-1.0	381	10378.0
16792	-1.0	144	19758.0
16801	-1.0	1339	19325.0
16802	-1.0	1339	16603.0
16803	-1.0	1339	1534.0
16804	-1.0	1339	16605.0
16810	-1.0	1535	5135.0
16811	-1.0	1535	22183.0
16812	-1.0	1535	8302.0
16813	-1.0	1535	13046.0
16822	-1.0	1210	20032.0
